neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,brain_region,cell_type,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,upload_date,deposition_date,shrinkage_reported,shrinkage_corrected,reported_value,reported_xy,reported_z,corrected_value,corrected_xy,corrected_z,soma_surface,surface,volume,slicing_thickness,min_age,max_age,min_weight,max_weight,png_url,reference_pmid,reference_doi,physical_Integrity,_links,swc_source_url,swc_standardized_url,neuron_page_url
106230,Cell5_Subiculum_singlecell,Williams,,Month,Not reported,adult,subiculum; Polymorphic layer; dorsal,interneuron; Somatostatin (SOM)-positive; nicotinic acetylcholine receptor alpha2 (Chrna2)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,1006.19,3482.01,235.036,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell5_Subiculum_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106230""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106230""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106230""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell5_Subiculum_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell5_Subiculum_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell5_Subiculum_singlecell
106231,Cell6_Subiculum_singlecell,Williams,,Month,Not reported,adult,subiculum; Polymorphic layer; dorsal,interneuron; Somatostatin (SOM)-positive; nicotinic acetylcholine receptor alpha2 (Chrna2)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,833.627,5618.73,379.265,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell6_Subiculum_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106231""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106231""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106231""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell6_Subiculum_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell6_Subiculum_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell6_Subiculum_singlecell
106232,Cell8_Subiculum_singlecell,Williams,,Month,Not reported,adult,subiculum; Polymorphic layer; dorsal,interneuron; Somatostatin (SOM)-positive; nicotinic acetylcholine receptor alpha2 (Chrna2)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,1042.16,3637.39,236.431,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell8_Subiculum_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106232""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106232""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106232""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell8_Subiculum_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell8_Subiculum_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell8_Subiculum_singlecell
106233,Cell3_Hippocampus_singlecell,Williams,,Month,Not reported,adult,hippocampus; CA1; dorsal; stratum oriens,interneuron; oriens-lacunosum moleculare; acetylcholine receptor alpha-2 (Chrna2)-positive; Somatostatin (SOM)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,729.792,4027.37,261.779,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell3_Hippocampus_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106233""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106233""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106233""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell3_Hippocampus_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell3_Hippocampus_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell3_Hippocampus_singlecell
106234,Cell5_Hippocampus_singlecell,Williams,,Month,Not reported,adult,hippocampus; CA1; dorsal; stratum oriens,interneuron; oriens-lacunosum moleculare; acetylcholine receptor alpha-2 (Chrna2)-positive; Somatostatin (SOM)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,563.723,3894.83,253.164,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell5_Hippocampus_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106234""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106234""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106234""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell5_Hippocampus_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell5_Hippocampus_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell5_Hippocampus_singlecell
106235,Cell4_Hippocampus_singlecell,Williams,,Month,Not reported,adult,hippocampus; CA1; dorsal; stratum oriens,interneuron; oriens-lacunosum moleculare; acetylcholine receptor alpha-2 (Chrna2)-positive; Somatostatin (SOM)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,482.333,3804.77,247.31,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell4_Hippocampus_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106235""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106235""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106235""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell4_Hippocampus_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell4_Hippocampus_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell4_Hippocampus_singlecell
106236,Cell2_Hippocampus_singlecell,Williams,,Month,Not reported,adult,hippocampus; CA1; dorsal; stratum oriens,interneuron; oriens-lacunosum moleculare; acetylcholine receptor alpha-2 (Chrna2)-positive; Somatostatin (SOM)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,1846.19,4393.34,296.55,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell2_Hippocampus_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106236""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106236""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106236""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell2_Hippocampus_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell2_Hippocampus_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell2_Hippocampus_singlecell
106237,Cell1_hippocampus_singlecell,Williams,,Month,Not reported,adult,hippocampus; CA1; dorsal; stratum oriens,interneuron; oriens-lacunosum moleculare; acetylcholine receptor alpha-2 (Chrna2)-positive; Somatostatin (SOM)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,676.764,4634.49,312.828,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell1_hippocampus_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106237""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106237""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106237""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell1_hippocampus_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell1_hippocampus_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell1_hippocampus_singlecell
106238,Cell7_Hippocampus_singlecell,Williams,,Month,Not reported,adult,hippocampus; CA1; dorsal; stratum oriens,interneuron; oriens-lacunosum moleculare; acetylcholine receptor alpha-2 (Chrna2)-positive; Somatostatin (SOM)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,881.359,2991.07,194.419,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell7_Hippocampus_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106238""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106238""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106238""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell7_Hippocampus_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell7_Hippocampus_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell7_Hippocampus_singlecell
106239,Cell6_Hippocampus_singlecell,Williams,,Month,Not reported,adult,hippocampus; CA1; dorsal; stratum oriens,interneuron; oriens-lacunosum moleculare; acetylcholine receptor alpha-2 (Chrna2)-positive; Somatostatin (SOM)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,458.965,2500.93,162.56,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell6_Hippocampus_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106239""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106239""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106239""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell6_Hippocampus_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell6_Hippocampus_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell6_Hippocampus_singlecell
10702,m3s4s5t-d-sup,Brunjes,,,Male,adult,anterior olfactory nucleus; pars principalis; dorsal; superficial,pyramidal; principal cell,mouse,C57BL/6J,,Golgi-Cox,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.asc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2014-05-30,2013-06-11,Not Reported,,,,,,,,336.69,782.26,48.89,120,Not Reported,Not Reported,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Brunjes/m3s4s5t-d-sup.png,21618219,10.1002/cne.22662,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/10702""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/10702""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/10702""}}",https://neuromorpho.org/dableFiles/brunjes/Source-Version/m3s4s5t-d-sup.swc,https://neuromorpho.org/dableFiles/brunjes/CNG%20version/m3s4s5t-d-sup.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=m3s4s5t-d-sup
10703,m3s4s5b-d-sup,Brunjes,,,Male,adult,anterior olfactory nucleus; pars principalis; dorsal; superficial,pyramidal; principal cell,mouse,C57BL/6J,,Golgi-Cox,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.asc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2014-05-30,2013-06-11,Not Reported,,,,,,,,649.464,1290.45,80.65,120,Not Reported,Not Reported,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Brunjes/m3s4s5b-d-sup.png,21618219,10.1002/cne.22662,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/10703""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/10703""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/10703""}}",https://neuromorpho.org/dableFiles/brunjes/Source-Version/m3s4s5b-d-sup.swc,https://neuromorpho.org/dableFiles/brunjes/CNG%20version/m3s4s5b-d-sup.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=m3s4s5b-d-sup
10704,M1S3S2T-d-sup,Brunjes,,,Male,adult,anterior olfactory nucleus; pars principalis; dorsal; superficial,pyramidal; principal cell,mouse,C57BL/6J,,Golgi-Cox,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.asc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2014-05-30,2013-06-11,Not Reported,,,,,,,,372.419,1083.74,67.73,120,Not Reported,Not Reported,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Brunjes/M1S3S2T-d-sup.png,21618219,10.1002/cne.22662,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/10704""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/10704""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/10704""}}",https://neuromorpho.org/dableFiles/brunjes/Source-Version/M1S3S2T-d-sup.swc,https://neuromorpho.org/dableFiles/brunjes/CNG%20version/M1S3S2T-d-sup.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=M1S3S2T-d-sup
10705,m1s2s3b-d-sup,Brunjes,,,Male,adult,anterior olfactory nucleus; pars principalis; dorsal; superficial,pyramidal; principal cell,mouse,C57BL/6J,,Golgi-Cox,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.asc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2014-05-30,2013-06-11,Not Reported,,,,,,,,469.912,900.4,56.27,120,Not Reported,Not Reported,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Brunjes/m1s2s3b-d-sup.png,21618219,10.1002/cne.22662,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/10705""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/10705""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/10705""}}",https://neuromorpho.org/dableFiles/brunjes/Source-Version/m1s2s3b-d-sup.swc,https://neuromorpho.org/dableFiles/brunjes/CNG%20version/m1s2s3b-d-sup.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=m1s2s3b-d-sup
10706,m1s2s6b-d-sup,Brunjes,,,Male,adult,anterior olfactory nucleus; pars principalis; dorsal; superficial,pyramidal; principal cell,mouse,C57BL/6J,,Golgi-Cox,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.asc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2014-05-30,2013-06-11,Not Reported,,,,,,,,2403.16,3506.12,508.38,120,Not Reported,Not Reported,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Brunjes/m1s2s6b-d-sup.png,21618219,10.1002/cne.22662,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/10706""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/10706""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/10706""}}",https://neuromorpho.org/dableFiles/brunjes/Source-Version/m1s2s6b-d-sup.swc,https://neuromorpho.org/dableFiles/brunjes/CNG%20version/m1s2s6b-d-sup.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=m1s2s6b-d-sup
10707,m2s2s5b-d-mid,Brunjes,,,Male,adult,anterior olfactory nucleus; pars principalis; dorsal; middle,pyramidal; principal cell,mouse,C57BL/6J,,Golgi-Cox,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.asc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2014-05-30,2013-06-11,Not Reported,,,,,,,,474.892,1078.44,67.4,120,Not Reported,Not Reported,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Brunjes/m2s2s5b-d-mid.png,21618219,10.1002/cne.22662,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/10707""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/10707""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/10707""}}",https://neuromorpho.org/dableFiles/brunjes/Source-Version/m2s2s5b-d-mid.swc,https://neuromorpho.org/dableFiles/brunjes/CNG%20version/m2s2s5b-d-mid.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=m2s2s5b-d-mid
10708,m2s2s5t-d-mid,Brunjes,,,Male,adult,anterior olfactory nucleus; pars principalis; dorsal; middle,pyramidal; principal cell,mouse,C57BL/6J,,Golgi-Cox,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.asc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2014-05-30,2013-06-11,Not Reported,,,,,,,,408.236,1452.88,90.8,120,Not Reported,Not Reported,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Brunjes/m2s2s5t-d-mid.png,21618219,10.1002/cne.22662,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/10708""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/10708""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/10708""}}",https://neuromorpho.org/dableFiles/brunjes/Source-Version/m2s2s5t-d-mid.swc,https://neuromorpho.org/dableFiles/brunjes/CNG%20version/m2s2s5t-d-mid.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=m2s2s5t-d-mid
10709,m1s2s7t-d-mid,Brunjes,,,Male,adult,anterior olfactory nucleus; pars principalis; dorsal; middle,pyramidal; principal cell,mouse,C57BL/6J,,Golgi-Cox,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.asc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2014-05-30,2013-06-11,Not Reported,,,,,,,,440.74,784.15,49.0,120,Not Reported,Not Reported,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Brunjes/m1s2s7t-d-mid.png,21618219,10.1002/cne.22662,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/10709""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/10709""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/10709""}}",https://neuromorpho.org/dableFiles/brunjes/Source-Version/m1s2s7t-d-mid.swc,https://neuromorpho.org/dableFiles/brunjes/CNG%20version/m1s2s7t-d-mid.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=m1s2s7t-d-mid
10710,m1s2s6b-d-deep,Brunjes,,,Male,adult,anterior olfactory nucleus; pars principalis; dorsal; deep,pyramidal; principal cell,mouse,C57BL/6J,,Golgi-Cox,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.asc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2014-05-30,2013-06-11,Not Reported,,,,,,,,2859.98,5763.26,835.67,120,Not Reported,Not Reported,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Brunjes/m1s2s6b-d-deep.png,21618219,10.1002/cne.22662,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/10710""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/10710""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/10710""}}",https://neuromorpho.org/dableFiles/brunjes/Source-Version/m1s2s6b-d-deep.swc,https://neuromorpho.org/dableFiles/brunjes/CNG%20version/m1s2s6b-d-deep.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=m1s2s6b-d-deep
