neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,brain_region,cell_type,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,upload_date,deposition_date,shrinkage_reported,shrinkage_corrected,reported_value,reported_xy,reported_z,corrected_value,corrected_xy,corrected_z,soma_surface,surface,volume,slicing_thickness,min_age,max_age,min_weight,max_weight,png_url,reference_pmid,reference_doi,physical_Integrity,_links,swc_source_url,swc_standardized_url,neuron_page_url
172445,E3-25,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,3.67797,348.52,21.7825,40,49.0,49.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172445""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172445""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172445""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/E3-25.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/E3-25.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E3-25
172446,D2-8_2,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,3.97535,179.197,11.1998,40,42.0,42.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172446""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172446""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172446""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/D2-8_2.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/D2-8_2.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D2-8_2
172447,D2-2_2,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,4.46713,193.272,12.0795,40,42.0,42.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172447""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172447""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172447""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/D2-2_2.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/D2-2_2.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D2-2_2
172448,A2-30,Grilli,"5 weeks of age, animals were fed with an HFD (60% kcal from fat, 21% kcal from carbohydrates, 19% kcal from proteins) for 1 week followed by 1 week fed with LFD (13% kcal from fat, 67% kcal from carbohydrates, 20% kcal from proteins).",Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet + low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,7.99291,717.386,44.8366,40,49.0,49.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172448""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172448""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172448""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/A2-30.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/A2-30.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=A2-30
172449,A4-18,Grilli,"5 weeks of age, animals were fed with an HFD (60% kcal from fat, 21% kcal from carbohydrates, 19% kcal from proteins) for 1 week followed by 1 week fed with LFD (13% kcal from fat, 67% kcal from carbohydrates, 20% kcal from proteins).",Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet + low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,4.702,421.046,26.3154,40,49.0,49.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172449""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172449""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172449""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/A4-18.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/A4-18.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=A4-18
172451,B3_3,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,3.10441,342.41,21.4006,40,42.0,42.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172451""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172451""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172451""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/B3_3.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/B3_3.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=B3_3
172452,E2-15_1,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,6.78465,201.833,12.6146,40,49.0,49.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172452""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172452""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172452""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/E2-15_1.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/E2-15_1.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E2-15_1
172455,D3-15,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,4.34281,118.661,7.41634,40,42.0,42.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172455""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172455""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172455""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/D3-15.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/D3-15.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D3-15
172456,A3-27,Grilli,"5 weeks of age, animals were fed with an HFD (60% kcal from fat, 21% kcal from carbohydrates, 19% kcal from proteins) for 1 week followed by 1 week fed with LFD (13% kcal from fat, 67% kcal from carbohydrates, 20% kcal from proteins).",Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet + low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,4.60453,501.829,31.3643,40,49.0,49.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172456""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172456""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172456""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/A3-27.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/A3-27.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=A3-27
172457,C3-10,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,5.63968,468.59,29.2869,40,49.0,49.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172457""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172457""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172457""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/C3-10.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/C3-10.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=C3-10
172458,A1-29,Grilli,"5 weeks of age, animals were fed with an HFD (60% kcal from fat, 21% kcal from carbohydrates, 19% kcal from proteins) for 1 week followed by 1 week fed with LFD (13% kcal from fat, 67% kcal from carbohydrates, 20% kcal from proteins).",Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet + low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,8.08826,504.773,31.5483,40,49.0,49.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172458""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172458""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172458""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/A1-29.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/A1-29.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=A1-29
172461,D1-9_1,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,3.72074,183.689,11.4806,40,42.0,42.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172461""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172461""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172461""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/D1-9_1.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/D1-9_1.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D1-9_1
172464,A2-2,Grilli,"5 weeks of age, animals were fed with an HFD (60% kcal from fat, 21% kcal from carbohydrates, 19% kcal from proteins) for 1 week followed by 1 week fed with LFD (13% kcal from fat, 67% kcal from carbohydrates, 20% kcal from proteins).",Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet + low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,5.12179,375.096,23.4435,40,49.0,49.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172464""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172464""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172464""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/A2-2.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/A2-2.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=A2-2
172465,D2-23_1,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,6.72942,151.733,9.48332,40,42.0,42.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172465""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172465""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172465""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/D2-23_1.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/D2-23_1.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D2-23_1
172467,E3-20,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,3.31774,190.573,11.9108,40,49.0,49.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172467""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172467""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172467""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/E3-20.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/E3-20.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E3-20
172468,A1-18,Grilli,"5 weeks of age, animals were fed with an HFD (60% kcal from fat, 21% kcal from carbohydrates, 19% kcal from proteins) for 1 week followed by 1 week fed with LFD (13% kcal from fat, 67% kcal from carbohydrates, 20% kcal from proteins).",Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet + low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,5.67347,395.549,24.7218,40,49.0,49.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172468""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172468""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172468""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/A1-18.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/A1-18.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=A1-18
172469,B2-12,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,3.74175,215.913,13.4945,40,42.0,42.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172469""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172469""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172469""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/B2-12.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/B2-12.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=B2-12
172470,D4-15,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,3.11577,151.108,9.44424,40,42.0,42.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172470""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172470""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172470""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/D4-15.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/D4-15.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D4-15
172471,C2-25,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,4.82121,449.275,28.0797,40,49.0,49.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172471""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172471""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172471""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/C2-25.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/C2-25.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=C2-25
172472,B1-4_1,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,4.23208,130.987,8.18668,40,42.0,42.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172472""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172472""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172472""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/B1-4_1.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/B1-4_1.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=B1-4_1
172473,D2-28_1,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,2.44549,227.628,14.2268,40,42.0,42.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172473""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172473""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172473""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/D2-28_1.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/D2-28_1.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D2-28_1
172474,B3-4_1,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,5.91296,519.328,32.458,40,42.0,42.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172474""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172474""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172474""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/B3-4_1.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/B3-4_1.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=B3-4_1
172475,D2-25_1,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,3.52537,289.183,18.074,40,42.0,42.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172475""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172475""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172475""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/D2-25_1.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/D2-25_1.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D2-25_1
172477,B3-22,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,3.23153,380.101,23.7563,40,42.0,42.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172477""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172477""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172477""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/B3-22.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/B3-22.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=B3-22
172478,E1-21,Grilli,,Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,4.29673,133.577,8.34854,40,49.0,49.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172478""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172478""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172478""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/E1-21.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/E1-21.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E1-21
172479,A1-10,Grilli,"5 weeks of age, animals were fed with an HFD (60% kcal from fat, 21% kcal from carbohydrates, 19% kcal from proteins) for 1 week followed by 1 week fed with LFD (13% kcal from fat, 67% kcal from carbohydrates, 20% kcal from proteins).",Day,Male,adult,hippocampus; dentate gyrus; dorsal; suprapyramidal blade,principal cell; granule; Doublecortin (DCX)-containing; newborn,mouse,C56BL/6J,,immunostaining,High fat diet + low fat diet,in vitro,coronal,Simple Neurite Tracer,dry,Simple Neurite Tracer.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",20,2022-01-10,2021-12-06,Not reported,,,,,,,,6.65702,393.442,24.5901,40,49.0,49.0,21.0,28.0,,34728755,10.1038/s41598-021-01059-y,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/172479""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/172479""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/172479""}}",https://neuromorpho.org/dableFiles/grilli/Source-Version/A1-10.swc,https://neuromorpho.org/dableFiles/grilli/CNG%20version/A1-10.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=A1-10
