condition,current_pA,time_ms,voltage_mV,ina_mA_cm2,ikdr_mA_cm2
rheobase,18.0,285.7000,-59.945631,-0.000583136139,0.000349982717
rheobase,18.0,285.8000,-59.945621,-0.000583137265,0.000349984415
rheobase,18.0,285.9000,-59.945610,-0.000583138389,0.000349986109
rheobase,18.0,286.0000,-59.945600,-0.000583139511,0.0003499878
rheobase,18.0,286.1000,-59.945590,-0.00058314063,0.000349989488
rheobase,18.0,286.2000,-59.945580,-0.000583141748,0.000349991174
rheobase,18.0,286.3000,-59.945570,-0.000583142863,0.000349992856
rheobase,18.0,286.4000,-59.945560,-0.000583143977,0.000349994534
rheobase,18.0,286.5000,-59.945550,-0.000583145088,0.00034999621
rheobase,18.0,286.6000,-59.945540,-0.000583146198,0.000349997883
rheobase,18.0,286.7000,-59.945530,-0.000583147305,0.000349999553
rheobase,18.0,286.8000,-59.945520,-0.00058314841,0.000350001219
rheobase,18.0,286.9000,-59.945510,-0.000583149513,0.000350002883
rheobase,18.0,287.0000,-59.945500,-0.000583150614,0.000350004543
rheobase,18.0,287.1000,-59.945490,-0.000583151713,0.000350006201
rheobase,18.0,287.2000,-59.945480,-0.00058315281,0.000350007855
rheobase,18.0,287.3000,-59.945470,-0.000583153905,0.000350009507
rheobase,18.0,287.4000,-59.945460,-0.000583154998,0.000350011155
rheobase,18.0,287.5000,-59.945450,-0.000583156089,0.0003500128
rheobase,18.0,287.6000,-59.945441,-0.000583157178,0.000350014443
rheobase,18.0,287.7000,-59.945431,-0.000583158265,0.000350016082
rheobase,18.0,287.8000,-59.945421,-0.00058315935,0.000350017718
rheobase,18.0,287.9000,-59.945411,-0.000583160433,0.000350019352
rheobase,18.0,288.0000,-59.945401,-0.000583161514,0.000350020982
rheobase,18.0,288.1000,-59.945392,-0.000583162592,0.000350022609
rheobase,18.0,288.2000,-59.945382,-0.000583163669,0.000350024234
rheobase,18.0,288.3000,-59.945372,-0.000583164744,0.000350025855
rheobase,18.0,288.4000,-59.945362,-0.000583165817,0.000350027473
rheobase,18.0,288.5000,-59.945353,-0.000583166888,0.000350029089
rheobase,18.0,288.6000,-59.945343,-0.000583167957,0.000350030701
rheobase,18.0,288.7000,-59.945333,-0.000583169023,0.000350032311
rheobase,18.0,288.8000,-59.945324,-0.000583170088,0.000350033917
rheobase,18.0,288.9000,-59.945314,-0.000583171151,0.000350035521
rheobase,18.0,289.0000,-59.945305,-0.000583172212,0.000350037122
rheobase,18.0,289.1000,-59.945295,-0.000583173271,0.000350038719
rheobase,18.0,289.2000,-59.945285,-0.000583174328,0.000350040314
rheobase,18.0,289.3000,-59.945276,-0.000583175383,0.000350041906
rheobase,18.0,289.4000,-59.945266,-0.000583176436,0.000350043495
rheobase,18.0,289.5000,-59.945257,-0.000583177487,0.000350045081
rheobase,18.0,289.6000,-59.945247,-0.000583178537,0.000350046664
rheobase,18.0,289.7000,-59.945238,-0.000583179584,0.000350048245
rheobase,18.0,289.8000,-59.945228,-0.000583180629,0.000350049822
rheobase,18.0,289.9000,-59.945219,-0.000583181673,0.000350051396
rheobase,18.0,290.0000,-59.945209,-0.000583182714,0.000350052968
rheobase,18.0,290.1000,-59.945200,-0.000583183753,0.000350054537
rheobase,18.0,290.2000,-59.945191,-0.000583184791,0.000350056103
rheobase,18.0,290.3000,-59.945181,-0.000583185827,0.000350057666
rheobase,18.0,290.4000,-59.945172,-0.00058318686,0.000350059226
rheobase,18.0,290.5000,-59.945163,-0.000583187892,0.000350060783
rheobase,18.0,290.6000,-59.945153,-0.000583188922,0.000350062337
rheobase,18.0,290.7000,-59.945144,-0.00058318995,0.000350063889
rheobase,18.0,290.8000,-59.945135,-0.000583190976,0.000350065437
rheobase,18.0,290.9000,-59.945125,-0.000583192,0.000350066983
rheobase,18.0,291.0000,-59.945116,-0.000583193022,0.000350068526
rheobase,18.0,291.1000,-59.945107,-0.000583194043,0.000350070067
rheobase,18.0,291.2000,-59.945098,-0.000583195061,0.000350071604
rheobase,18.0,291.3000,-59.945089,-0.000583196078,0.000350073138
rheobase,18.0,291.4000,-59.945079,-0.000583197093,0.00035007467
rheobase,18.0,291.5000,-59.945070,-0.000583198105,0.000350076199
rheobase,18.0,291.6000,-59.945061,-0.000583199116,0.000350077725
rheobase,18.0,291.7000,-59.945052,-0.000583200125,0.000350079249
rheobase,18.0,291.8000,-59.945043,-0.000583201132,0.000350080769
rheobase,18.0,291.9000,-59.945034,-0.000583202138,0.000350082287
rheobase,18.0,292.0000,-59.945025,-0.000583203141,0.000350083802
rheobase,18.0,292.1000,-59.945016,-0.000583204143,0.000350085314
rheobase,18.0,292.2000,-59.945006,-0.000583205143,0.000350086823
rheobase,18.0,292.3000,-59.944997,-0.00058320614,0.00035008833
rheobase,18.0,292.4000,-59.944988,-0.000583207136,0.000350089834
rheobase,18.0,292.5000,-59.944979,-0.000583208131,0.000350091335
rheobase,18.0,292.6000,-59.944970,-0.000583209123,0.000350092833
rheobase,18.0,292.7000,-59.944961,-0.000583210113,0.000350094329
rheobase,18.0,292.8000,-59.944953,-0.000583211102,0.000350095822
rheobase,18.0,292.9000,-59.944944,-0.000583212089,0.000350097312
rheobase,18.0,293.0000,-59.944935,-0.000583213074,0.000350098799
rheobase,18.0,293.1000,-59.944926,-0.000583214057,0.000350100284
rheobase,18.0,293.2000,-59.944917,-0.000583215038,0.000350101766
rheobase,18.0,293.3000,-59.944908,-0.000583216018,0.000350103245
rheobase,18.0,293.4000,-59.944899,-0.000583216996,0.000350104722
rheobase,18.0,293.5000,-59.944890,-0.000583217971,0.000350106196
rheobase,18.0,293.6000,-59.944882,-0.000583218946,0.000350107667
rheobase,18.0,293.7000,-59.944873,-0.000583219918,0.000350109135
rheobase,18.0,293.8000,-59.944864,-0.000583220888,0.000350110601
rheobase,18.0,293.9000,-59.944855,-0.000583221857,0.000350112064
rheobase,18.0,294.0000,-59.944846,-0.000583222824,0.000350113524
rheobase,18.0,294.1000,-59.944838,-0.000583223789,0.000350114982
rheobase,18.0,294.2000,-59.944829,-0.000583224752,0.000350116437
rheobase,18.0,294.3000,-59.944820,-0.000583225714,0.000350117889
rheobase,18.0,294.4000,-59.944812,-0.000583226673,0.000350119339
rheobase,18.0,294.5000,-59.944803,-0.000583227631,0.000350120786
rheobase,18.0,294.6000,-59.944794,-0.000583228587,0.00035012223
rheobase,18.0,294.7000,-59.944786,-0.000583229542,0.000350123672
rheobase,18.0,294.8000,-59.944777,-0.000583230494,0.000350125111
rheobase,18.0,294.9000,-59.944768,-0.000583231445,0.000350126547
rheobase,18.0,295.0000,-59.944760,-0.000583232394,0.000350127981
rheobase,18.0,295.1000,-59.944751,-0.000583233342,0.000350129412
rheobase,18.0,295.2000,-59.944743,-0.000583234287,0.000350130841
rheobase,18.0,295.3000,-59.944734,-0.000583235231,0.000350132267
rheobase,18.0,295.4000,-59.944725,-0.000583236173,0.00035013369
rheobase,18.0,295.5000,-59.944717,-0.000583237113,0.000350135111
rheobase,18.0,295.6000,-59.944708,-0.000583238052,0.000350136529
rheobase,18.0,295.7000,-59.944700,-0.000583238989,0.000350137944
rheobase,18.0,295.8000,-59.944692,-0.000583239924,0.000350139357
rheobase,18.0,295.9000,-59.944683,-0.000583240857,0.000350140767
rheobase,18.0,296.0000,-59.944675,-0.000583241789,0.000350142175
rheobase,18.0,296.1000,-59.944666,-0.000583242719,0.00035014358
rheobase,18.0,296.2000,-59.944658,-0.000583243647,0.000350144983
rheobase,18.0,296.3000,-59.944649,-0.000583244573,0.000350146383
rheobase,18.0,296.4000,-59.944641,-0.000583245498,0.00035014778
rheobase,18.0,296.5000,-59.944633,-0.000583246421,0.000350149175
rheobase,18.0,296.6000,-59.944624,-0.000583247342,0.000350150567
rheobase,18.0,296.7000,-59.944616,-0.000583248262,0.000350151957
rheobase,18.0,296.8000,-59.944608,-0.00058324918,0.000350153344
rheobase,18.0,296.9000,-59.944599,-0.000583250096,0.000350154729
rheobase,18.0,297.0000,-59.944591,-0.00058325101,0.000350156111
rheobase,18.0,297.1000,-59.944583,-0.000583251923,0.00035015749
rheobase,18.0,297.2000,-59.944575,-0.000583252834,0.000350158867
rheobase,18.0,297.3000,-59.944566,-0.000583253744,0.000350160242
rheobase,18.0,297.4000,-59.944558,-0.000583254651,0.000350161614
rheobase,18.0,297.5000,-59.944550,-0.000583255557,0.000350162983
rheobase,18.0,297.6000,-59.944542,-0.000583256462,0.00035016435
rheobase,18.0,297.7000,-59.944534,-0.000583257365,0.000350165715
rheobase,18.0,297.8000,-59.944525,-0.000583258266,0.000350167077
rheobase,18.0,297.9000,-59.944517,-0.000583259165,0.000350168436
rheobase,18.0,298.0000,-59.944509,-0.000583260063,0.000350169793
rheobase,18.0,298.1000,-59.944501,-0.000583260959,0.000350171147
rheobase,18.0,298.2000,-59.944493,-0.000583261853,0.000350172499
rheobase,18.0,298.3000,-59.944485,-0.000583262746,0.000350173849
rheobase,18.0,298.4000,-59.944477,-0.000583263637,0.000350175196
rheobase,18.0,298.5000,-59.944469,-0.000583264526,0.00035017654
rheobase,18.0,298.6000,-59.944461,-0.000583265414,0.000350177882
rheobase,18.0,298.7000,-59.944453,-0.0005832663,0.000350179222
rheobase,18.0,298.8000,-59.944445,-0.000583267184,0.000350180559
rheobase,18.0,298.9000,-59.944437,-0.000583268067,0.000350181894
rheobase,18.0,299.0000,-59.944429,-0.000583268948,0.000350183226
rheobase,18.0,299.1000,-59.944421,-0.000583269828,0.000350184556
rheobase,18.0,299.2000,-59.944413,-0.000583270706,0.000350185883
rheobase,18.0,299.3000,-59.944405,-0.000583271582,0.000350187208
rheobase,18.0,299.4000,-59.944397,-0.000583272456,0.000350188531
rheobase,18.0,299.5000,-59.944389,-0.000583273329,0.000350189851
rheobase,18.0,299.6000,-59.944381,-0.000583274201,0.000350191168
rheobase,18.0,299.7000,-59.944373,-0.000583275071,0.000350192483
rheobase,18.0,299.8000,-59.944365,-0.000583275939,0.000350193796
rheobase,18.0,299.9000,-59.944357,-0.000583276805,0.000350195107
rheobase,18.0,300.0000,-59.944350,-0.00058327767,0.000350196415
rheobase,18.0,300.1000,-59.944342,-0.000583278534,0.00035019772
rheobase,18.0,300.2000,-59.944334,-0.000583279395,0.000350199023
rheobase,18.0,300.3000,-59.944326,-0.000583280256,0.000350200324
rheobase,18.0,300.4000,-59.944318,-0.000583281114,0.000350201623
rheobase,18.0,300.5000,-59.944311,-0.000583281971,0.000350202919
rheobase,18.0,300.6000,-59.944303,-0.000583282826,0.000350204212
rheobase,18.0,300.7000,-59.944295,-0.00058328368,0.000350205504
rheobase,18.0,300.8000,-59.944287,-0.000583284532,0.000350206793
rheobase,18.0,300.9000,-59.944280,-0.000583285383,0.000350208079
rheobase,18.0,301.0000,-59.944272,-0.000583286232,0.000350209363
rheobase,18.0,301.1000,-59.944264,-0.00058328708,0.000350210645
rheobase,18.0,301.2000,-59.944257,-0.000583287925,0.000350211925
rheobase,18.0,301.3000,-59.944249,-0.00058328877,0.000350213202
rheobase,18.0,301.4000,-59.944241,-0.000583289613,0.000350214476
rheobase,18.0,301.5000,-59.944234,-0.000583290454,0.000350215749
rheobase,18.0,301.6000,-59.944226,-0.000583291293,0.000350217019
rheobase,18.0,301.7000,-59.944218,-0.000583292132,0.000350218287
rheobase,18.0,301.8000,-59.944211,-0.000583292968,0.000350219552
rheobase,18.0,301.9000,-59.944203,-0.000583293803,0.000350220815
rheobase,18.0,302.0000,-59.944196,-0.000583294636,0.000350222076
rheobase,18.0,302.1000,-59.944188,-0.000583295468,0.000350223335
rheobase,18.0,302.2000,-59.944181,-0.000583296299,0.000350224591
rheobase,18.0,302.3000,-59.944173,-0.000583297128,0.000350225845
rheobase,18.0,302.4000,-59.944166,-0.000583297955,0.000350227096
rheobase,18.0,302.5000,-59.944158,-0.000583298781,0.000350228345
rheobase,18.0,302.6000,-59.944151,-0.000583299605,0.000350229592
rheobase,18.0,302.7000,-59.944143,-0.000583300427,0.000350230837
rheobase,18.0,302.8000,-59.944136,-0.000583301249,0.00035023208
rheobase,18.0,302.9000,-59.944128,-0.000583302068,0.00035023332
rheobase,18.0,303.0000,-59.944121,-0.000583302886,0.000350234558
rheobase,18.0,303.1000,-59.944113,-0.000583303703,0.000350235793
rheobase,18.0,303.2000,-59.944106,-0.000583304518,0.000350237026
rheobase,18.0,303.3000,-59.944099,-0.000583305332,0.000350238257
rheobase,18.0,303.4000,-59.944091,-0.000583306144,0.000350239486
rheobase,18.0,303.5000,-59.944084,-0.000583306954,0.000350240713
rheobase,18.0,303.6000,-59.944077,-0.000583307763,0.000350241937
rheobase,18.0,303.7000,-59.944069,-0.000583308571,0.000350243159
rheobase,18.0,303.8000,-59.944062,-0.000583309377,0.000350244379
rheobase,18.0,303.9000,-59.944055,-0.000583310181,0.000350245596
rheobase,18.0,304.0000,-59.944047,-0.000583310985,0.000350246812
rheobase,18.0,304.1000,-59.944040,-0.000583311786,0.000350248025
rheobase,18.0,304.2000,-59.944033,-0.000583312586,0.000350249236
rheobase,18.0,304.3000,-59.944026,-0.000583313385,0.000350250444
rheobase,18.0,304.4000,-59.944018,-0.000583314182,0.000350251651
rheobase,18.0,304.5000,-59.944011,-0.000583314978,0.000350252855
rheobase,18.0,304.6000,-59.944004,-0.000583315772,0.000350254057
rheobase,18.0,304.7000,-59.943997,-0.000583316565,0.000350255257
rheobase,18.0,304.8000,-59.943990,-0.000583317356,0.000350256454
rheobase,18.0,304.9000,-59.943983,-0.000583318146,0.00035025765
rheobase,18.0,305.0000,-59.943975,-0.000583318934,0.000350258843
rheobase,18.0,305.1000,-59.943968,-0.000583319721,0.000350260034
rheobase,18.0,305.2000,-59.943961,-0.000583320506,0.000350261222
rheobase,18.0,305.3000,-59.943954,-0.00058332129,0.000350262409
rheobase,18.0,305.4000,-59.943947,-0.000583322072,0.000350263594
rheobase,18.0,305.5000,-59.943940,-0.000583322854,0.000350264776
rheobase,18.0,305.6000,-59.943933,-0.000583323633,0.000350265956
rheobase,18.0,305.7000,-59.943926,-0.000583324411,0.000350267134
rheobase,18.0,305.8000,-59.943919,-0.000583325188,0.00035026831
rheobase,18.0,305.9000,-59.943912,-0.000583325963,0.000350269483
rheobase,18.0,306.0000,-59.943905,-0.000583326737,0.000350270655
rheobase,18.0,306.1000,-59.943898,-0.000583327509,0.000350271824
rheobase,18.0,306.2000,-59.943891,-0.00058332828,0.000350272991
rheobase,18.0,306.3000,-59.943884,-0.00058332905,0.000350274156
rheobase,18.0,306.4000,-59.943877,-0.000583329818,0.000350275319
rheobase,18.0,306.5000,-59.943870,-0.000583330585,0.00035027648
rheobase,18.0,306.6000,-59.943863,-0.00058333135,0.000350277638
rheobase,18.0,306.7000,-59.943856,-0.000583332114,0.000350278795
rheobase,18.0,306.8000,-59.943849,-0.000583332876,0.000350279949
rheobase,18.0,306.9000,-59.943842,-0.000583333637,0.000350281101
rheobase,18.0,307.0000,-59.943835,-0.000583334397,0.000350282251
rheobase,18.0,307.1000,-59.943828,-0.000583335155,0.000350283399
rheobase,18.0,307.2000,-59.943821,-0.000583335912,0.000350284545
rheobase,18.0,307.3000,-59.943815,-0.000583336667,0.000350285689
rheobase,18.0,307.4000,-59.943808,-0.000583337421,0.000350286831
rheobase,18.0,307.5000,-59.943801,-0.000583338174,0.00035028797
rheobase,18.0,307.6000,-59.943794,-0.000583338925,0.000350289108
rheobase,18.0,307.7000,-59.943787,-0.000583339675,0.000350290243
rheobase,18.0,307.8000,-59.943780,-0.000583340423,0.000350291376
rheobase,18.0,307.9000,-59.943774,-0.00058334117,0.000350292508
rheobase,18.0,308.0000,-59.943767,-0.000583341916,0.000350293637
rheobase,18.0,308.1000,-59.943760,-0.00058334266,0.000350294764
rheobase,18.0,308.2000,-59.943753,-0.000583343403,0.000350295889
rheobase,18.0,308.3000,-59.943747,-0.000583344144,0.000350297012
rheobase,18.0,308.4000,-59.943740,-0.000583344885,0.000350298133
rheobase,18.0,308.5000,-59.943733,-0.000583345623,0.000350299252
rheobase,18.0,308.6000,-59.943727,-0.000583346361,0.000350300368
rheobase,18.0,308.7000,-59.943720,-0.000583347097,0.000350301483
rheobase,18.0,308.8000,-59.943713,-0.000583347831,0.000350302596
rheobase,18.0,308.9000,-59.943707,-0.000583348565,0.000350303706
rheobase,18.0,309.0000,-59.943700,-0.000583349297,0.000350304815
rheobase,18.0,309.1000,-59.943693,-0.000583350027,0.000350305922
rheobase,18.0,309.2000,-59.943687,-0.000583350756,0.000350307026
rheobase,18.0,309.3000,-59.943680,-0.000583351484,0.000350308129
rheobase,18.0,309.4000,-59.943673,-0.000583352211,0.000350309229
rheobase,18.0,309.5000,-59.943667,-0.000583352936,0.000350310327
rheobase,18.0,309.6000,-59.943660,-0.00058335366,0.000350311424
rheobase,18.0,309.7000,-59.943654,-0.000583354382,0.000350312518
rheobase,18.0,309.8000,-59.943647,-0.000583355103,0.000350313611
rheobase,18.0,309.9000,-59.943641,-0.000583355823,0.000350314701
rheobase,18.0,310.0000,-59.943634,-0.000583356542,0.000350315789
rheobase,18.0,310.1000,-59.943628,-0.000583357259,0.000350316876
rheobase,18.0,310.2000,-59.943621,-0.000583357975,0.00035031796
rheobase,18.0,310.3000,-59.943615,-0.000583358689,0.000350319043
rheobase,18.0,310.4000,-59.943608,-0.000583359402,0.000350320123
rheobase,18.0,310.5000,-59.943602,-0.000583360114,0.000350321202
rheobase,18.0,310.6000,-59.943595,-0.000583360825,0.000350322278
rheobase,18.0,310.7000,-59.943589,-0.000583361534,0.000350323352
rheobase,18.0,310.8000,-59.943582,-0.000583362242,0.000350324425
rheobase,18.0,310.9000,-59.943576,-0.000583362948,0.000350325495
rheobase,18.0,311.0000,-59.943570,-0.000583363654,0.000350326564
rheobase,18.0,311.1000,-59.943563,-0.000583364358,0.000350327631
rheobase,18.0,311.2000,-59.943557,-0.00058336506,0.000350328695
rheobase,18.0,311.3000,-59.943550,-0.000583365762,0.000350329758
rheobase,18.0,311.4000,-59.943544,-0.000583366462,0.000350330819
rheobase,18.0,311.5000,-59.943538,-0.000583367161,0.000350331877
rheobase,18.0,311.6000,-59.943531,-0.000583367858,0.000350332934
rheobase,18.0,311.7000,-59.943525,-0.000583368554,0.000350333989
rheobase,18.0,311.8000,-59.943519,-0.000583369249,0.000350335042
rheobase,18.0,311.9000,-59.943513,-0.000583369943,0.000350336093
rheobase,18.0,312.0000,-59.943506,-0.000583370635,0.000350337142
rheobase,18.0,312.1000,-59.943500,-0.000583371326,0.000350338189
rheobase,18.0,312.2000,-59.943494,-0.000583372016,0.000350339235
rheobase,18.0,312.3000,-59.943487,-0.000583372704,0.000350340278
rheobase,18.0,312.4000,-59.943481,-0.000583373391,0.000350341319
rheobase,18.0,312.5000,-59.943475,-0.000583374077,0.000350342359
rheobase,18.0,312.6000,-59.943469,-0.000583374762,0.000350343396
rheobase,18.0,312.7000,-59.943463,-0.000583375445,0.000350344432
rheobase,18.0,312.8000,-59.943456,-0.000583376128,0.000350345466
rheobase,18.0,312.9000,-59.943450,-0.000583376808,0.000350346498
rheobase,18.0,313.0000,-59.943444,-0.000583377488,0.000350347528
rheobase,18.0,313.1000,-59.943438,-0.000583378166,0.000350348556
rheobase,18.0,313.2000,-59.943432,-0.000583378843,0.000350349582
rheobase,18.0,313.3000,-59.943426,-0.000583379519,0.000350350606
rheobase,18.0,313.4000,-59.943419,-0.000583380194,0.000350351629
rheobase,18.0,313.5000,-59.943413,-0.000583380867,0.000350352649
rheobase,18.0,313.6000,-59.943407,-0.000583381539,0.000350353668
rheobase,18.0,313.7000,-59.943401,-0.00058338221,0.000350354685
rheobase,18.0,313.8000,-59.943395,-0.00058338288,0.0003503557
rheobase,18.0,313.9000,-59.943389,-0.000583383548,0.000350356713
rheobase,18.0,314.0000,-59.943383,-0.000583384215,0.000350357724
rheobase,18.0,314.1000,-59.943377,-0.000583384881,0.000350358733
rheobase,18.0,314.2000,-59.943371,-0.000583385546,0.000350359741
rheobase,18.0,314.3000,-59.943365,-0.000583386209,0.000350360746
rheobase,18.0,314.4000,-59.943359,-0.000583386871,0.00035036175
rheobase,18.0,314.5000,-59.943353,-0.000583387532,0.000350362752
rheobase,18.0,314.6000,-59.943347,-0.000583388192,0.000350363752
rheobase,18.0,314.7000,-59.943341,-0.00058338885,0.00035036475
rheobase,18.0,314.8000,-59.943335,-0.000583389508,0.000350365747
rheobase,18.0,314.9000,-59.943329,-0.000583390164,0.000350366741
rheobase,18.0,315.0000,-59.943323,-0.000583390819,0.000350367734
rheobase,18.0,315.1000,-59.943317,-0.000583391472,0.000350368725
rheobase,18.0,315.2000,-59.943311,-0.000583392125,0.000350369714
rheobase,18.0,315.3000,-59.943305,-0.000583392776,0.000350370701
rheobase,18.0,315.4000,-59.943299,-0.000583393426,0.000350371687
rheobase,18.0,315.5000,-59.943293,-0.000583394075,0.000350372671
rheobase,18.0,315.6000,-59.943288,-0.000583394722,0.000350373653
rheobase,18.0,315.7000,-59.943282,-0.000583395369,0.000350374633
rheobase,18.0,315.8000,-59.943276,-0.000583396014,0.000350375611
rheobase,18.0,315.9000,-59.943270,-0.000583396658,0.000350376587
rheobase,18.0,316.0000,-59.943264,-0.000583397301,0.000350377562
rheobase,18.0,316.1000,-59.943258,-0.000583397943,0.000350378535
rheobase,18.0,316.2000,-59.943252,-0.000583398583,0.000350379506
rheobase,18.0,316.3000,-59.943247,-0.000583399222,0.000350380475
rheobase,18.0,316.4000,-59.943241,-0.00058339986,0.000350381443
rheobase,18.0,316.5000,-59.943235,-0.000583400497,0.000350382409
rheobase,18.0,316.6000,-59.943229,-0.000583401133,0.000350383372
rheobase,18.0,316.7000,-59.943224,-0.000583401767,0.000350384335
rheobase,18.0,316.8000,-59.943218,-0.000583402401,0.000350385295
rheobase,18.0,316.9000,-59.943212,-0.000583403033,0.000350386254
rheobase,18.0,317.0000,-59.943206,-0.000583403664,0.000350387211
rheobase,18.0,317.1000,-59.943201,-0.000583404294,0.000350388166
rheobase,18.0,317.2000,-59.943195,-0.000583404923,0.000350389119
rheobase,18.0,317.3000,-59.943189,-0.00058340555,0.000350390071
rheobase,18.0,317.4000,-59.943183,-0.000583406176,0.000350391021
rheobase,18.0,317.5000,-59.943178,-0.000583406802,0.000350391969
rheobase,18.0,317.6000,-59.943172,-0.000583407426,0.000350392915
rheobase,18.0,317.7000,-59.943166,-0.000583408049,0.00035039386
rheobase,18.0,317.8000,-59.943161,-0.00058340867,0.000350394803
rheobase,18.0,317.9000,-59.943155,-0.000583409291,0.000350395744
rheobase,18.0,318.0000,-59.943150,-0.00058340991,0.000350396683
rheobase,18.0,318.1000,-59.943144,-0.000583410529,0.000350397621
rheobase,18.0,318.2000,-59.943138,-0.000583411146,0.000350398557
rheobase,18.0,318.3000,-59.943133,-0.000583411762,0.000350399492
rheobase,18.0,318.4000,-59.943127,-0.000583412377,0.000350400424
rheobase,18.0,318.5000,-59.943122,-0.00058341299,0.000350401355
rheobase,18.0,318.6000,-59.943116,-0.000583413603,0.000350402284
rheobase,18.0,318.7000,-59.943110,-0.000583414214,0.000350403212
rheobase,18.0,318.8000,-59.943105,-0.000583414825,0.000350404137
rheobase,18.0,318.9000,-59.943099,-0.000583415434,0.000350405061
rheobase,18.0,319.0000,-59.943094,-0.000583416042,0.000350405984
rheobase,18.0,319.1000,-59.943088,-0.000583416649,0.000350406904
rheobase,18.0,319.2000,-59.943083,-0.000583417255,0.000350407823
rheobase,18.0,319.3000,-59.943077,-0.000583417859,0.00035040874
rheobase,18.0,319.4000,-59.943072,-0.000583418463,0.000350409656
rheobase,18.0,319.5000,-59.943066,-0.000583419065,0.00035041057
rheobase,18.0,319.6000,-59.943061,-0.000583419667,0.000350411482
rheobase,18.0,319.7000,-59.943055,-0.000583420267,0.000350412393
rheobase,18.0,319.8000,-59.943050,-0.000583420866,0.000350413301
rheobase,18.0,319.9000,-59.943045,-0.000583421464,0.000350414209
rheobase,18.0,320.0000,-59.943039,-0.000583422061,0.000350415114
rheobase,18.0,320.1000,-59.943034,-0.000583422657,0.000350416018
rheobase,18.0,320.2000,-59.943028,-0.000583423251,0.00035041692
rheobase,18.0,320.3000,-59.943023,-0.000583423845,0.000350417821
rheobase,18.0,320.4000,-59.943018,-0.000583424437,0.00035041872
rheobase,18.0,320.5000,-59.943012,-0.000583425029,0.000350419617
rheobase,18.0,320.6000,-59.943007,-0.000583425619,0.000350420512
rheobase,18.0,320.7000,-59.943002,-0.000583426208,0.000350421406
rheobase,18.0,320.8000,-59.942996,-0.000583426796,0.000350422299
rheobase,18.0,320.9000,-59.942991,-0.000583427383,0.000350423189
rheobase,18.0,321.0000,-59.942986,-0.000583427969,0.000350424078
rheobase,18.0,321.1000,-59.942980,-0.000583428554,0.000350424966
rheobase,18.0,321.2000,-59.942975,-0.000583429138,0.000350425851
rheobase,18.0,321.3000,-59.942970,-0.00058342972,0.000350426735
rheobase,18.0,321.4000,-59.942964,-0.000583430302,0.000350427618
rheobase,18.0,321.5000,-59.942959,-0.000583430882,0.000350428499
rheobase,18.0,321.6000,-59.942954,-0.000583431462,0.000350429378
rheobase,18.0,321.7000,-59.942949,-0.00058343204,0.000350430256
rheobase,18.0,321.8000,-59.942943,-0.000583432618,0.000350431132
rheobase,18.0,321.9000,-59.942938,-0.000583433194,0.000350432006
rheobase,18.0,322.0000,-59.942933,-0.000583433769,0.000350432879
rheobase,18.0,322.1000,-59.942928,-0.000583434343,0.00035043375
rheobase,18.0,322.2000,-59.942922,-0.000583434916,0.000350434619
rheobase,18.0,322.3000,-59.942917,-0.000583435488,0.000350435487
rheobase,18.0,322.4000,-59.942912,-0.000583436059,0.000350436354
rheobase,18.0,322.5000,-59.942907,-0.000583436629,0.000350437219
rheobase,18.0,322.6000,-59.942902,-0.000583437198,0.000350438082
rheobase,18.0,322.7000,-59.942896,-0.000583437765,0.000350438943
rheobase,18.0,322.8000,-59.942891,-0.000583438332,0.000350439803
rheobase,18.0,322.9000,-59.942886,-0.000583438898,0.000350440662
rheobase,18.0,323.0000,-59.942881,-0.000583439462,0.000350441519
rheobase,18.0,323.1000,-59.942876,-0.000583440026,0.000350442374
rheobase,18.0,323.2000,-59.942871,-0.000583440588,0.000350443228
rheobase,18.0,323.3000,-59.942866,-0.00058344115,0.00035044408
rheobase,18.0,323.4000,-59.942861,-0.00058344171,0.000350444931
rheobase,18.0,323.5000,-59.942856,-0.00058344227,0.00035044578
rheobase,18.0,323.6000,-59.942850,-0.000583442828,0.000350446627
rheobase,18.0,323.7000,-59.942845,-0.000583443385,0.000350447473
rheobase,18.0,323.8000,-59.942840,-0.000583443942,0.000350448317
rheobase,18.0,323.9000,-59.942835,-0.000583444497,0.00035044916
rheobase,18.0,324.0000,-59.942830,-0.000583445051,0.000350450001
rheobase,18.0,324.1000,-59.942825,-0.000583445604,0.000350450841
rheobase,18.0,324.2000,-59.942820,-0.000583446156,0.000350451679
rheobase,18.0,324.3000,-59.942815,-0.000583446708,0.000350452516
rheobase,18.0,324.4000,-59.942810,-0.000583447258,0.000350453351
rheobase,18.0,324.5000,-59.942805,-0.000583447807,0.000350454184
rheobase,18.0,324.6000,-59.942800,-0.000583448355,0.000350455016
rheobase,18.0,324.7000,-59.942795,-0.000583448902,0.000350455847
rheobase,18.0,324.8000,-59.942790,-0.000583449448,0.000350456676
rheobase,18.0,324.9000,-59.942785,-0.000583449993,0.000350457503
rheobase,18.0,325.0000,-59.942780,-0.000583450537,0.000350458329
rheobase,18.0,325.1000,-59.942775,-0.00058345108,0.000350459153
rheobase,18.0,325.2000,-59.942771,-0.000583451622,0.000350459976
rheobase,18.0,325.3000,-59.942766,-0.000583452163,0.000350460798
rheobase,18.0,325.4000,-59.942761,-0.000583452703,0.000350461617
