variant,section,mechanism,parameter,old_value,new_value
A_final_as_is,dend[102],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[102],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[102],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[102],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[103],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[103],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[103],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[104],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[104],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[104],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[105],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[105],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[105],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[106],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[106],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[106],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[107],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[107],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[107],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[108],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[109],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[109],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[109],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[110],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[111],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[111],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[111],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[112],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[113],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
