variant,section,mechanism,parameter,old_value,new_value
B_CaL_ModelDB_scale_1p0,dend[112],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[113],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[113],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[113],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[113],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[113],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[114],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[114],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[114],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[115],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[116],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[117],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[117],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[117],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[117],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[117],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[118],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[118],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[118],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[119],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[120],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[120],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
B_CaL_ModelDB_scale_1p0,dend[120],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.0000000000000004e-05
